"Time","Provider","Id","Opcode","Task","Message"
"18:13:37.9844056","Kernel-PnP","220","시작",,"Begin querying bus relations for device HTREE\ROOT\0"
"18:13:37.9845958","Kernel-PnP","222","시작",,"End querying bus relations for device HTREE\ROOT\0"
"18:13:38.0056258","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\PRINTENUM\PrintQueues"
"18:13:38.0056283","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\PRINTENUM\PrintQueues"
"18:13:38.0064484","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\PRINTENUM\PrintQueues"
"18:13:38.0064508","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\PRINTENUM\PrintQueues"
"18:21:40.2064034","Kernel-PnP","220","시작",,"Begin querying bus relations for device STORAGE\Volume\{99e9578c-928f-11f1-8494-806e6f6e6963}#000000000D900000"
"18:21:40.2064104","Kernel-PnP","222","시작",,"End querying bus relations for device STORAGE\Volume\{99e9578c-928f-11f1-8494-806e6f6e6963}#000000000D900000"
"18:21:40.2064303","Kernel-PnP","220","시작",,"Begin querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot1"
"18:21:40.2064313","Kernel-PnP","222","시작",,"End querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot1"
"18:21:40.2064373","Kernel-PnP","220","시작",,"Begin querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot2"
"18:21:40.2064380","Kernel-PnP","222","시작",,"End querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot2"
"18:21:40.2064437","Kernel-PnP","220","시작",,"Begin querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot3"
"18:21:40.2064447","Kernel-PnP","222","시작",,"End querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot3"
"18:21:40.2064508","Kernel-PnP","220","시작",,"Begin querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot4"
"18:21:40.2064516","Kernel-PnP","222","시작",,"End querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot4"
"18:21:40.2064585","Kernel-PnP","220","시작",,"Begin querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot5"
"18:21:40.2064594","Kernel-PnP","222","시작",,"End querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot5"
"18:21:40.2064660","Kernel-PnP","220","시작",,"Begin querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot6"
"18:21:40.2064669","Kernel-PnP","222","시작",,"End querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot6"
"18:21:40.2064738","Kernel-PnP","220","시작",,"Begin querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot7"
"18:21:40.2064746","Kernel-PnP","222","시작",,"End querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot7"
"18:21:40.2064813","Kernel-PnP","220","시작",,"Begin querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot8"
"18:21:40.2064822","Kernel-PnP","222","시작",,"End querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot8"
"18:21:40.2064875","Kernel-PnP","220","시작",,"Begin querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot9"
"18:21:40.2064881","Kernel-PnP","222","시작",,"End querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot9"
"18:21:40.2064933","Kernel-PnP","220","시작",,"Begin querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot10"
"18:21:40.2064940","Kernel-PnP","222","시작",,"End querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot10"
"18:21:40.2065014","Kernel-PnP","220","시작",,"Begin querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot11"
"18:21:40.2065022","Kernel-PnP","222","시작",,"End querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot11"
"18:21:40.2065083","Kernel-PnP","220","시작",,"Begin querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot12"
"18:21:40.2065091","Kernel-PnP","222","시작",,"End querying bus relations for device STORAGE\VolumeSnapshot\HarddiskVolumeSnapshot12"
