file,time,id,a,b
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.219410,220,"SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0","34"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.219411,222,"SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0","34"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.219416,220,"SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0","34"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.219417,222,"SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0","34"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.219422,220,"DISPLAY\BBC0104\7&16b8ddb4&0&UID265","35"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.219429,222,"DISPLAY\BBC0104\7&16b8ddb4&0&UID265","35"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.219434,220,"DISPLAY\SAM79DF\7&16b8ddb4&0&UID256","35"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.219437,222,"DISPLAY\SAM79DF\7&16b8ddb4&0&UID256","35"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.225064,10011,"4","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.225087,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.225133,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.225139,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.225142,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.225178,807,"\Driver\monitor","DISPLAY\SAM7B0C\7&16b8ddb4&0&UID260"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.230688,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.230789,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.231167,220,"DISPLAY\SAM7B0C\7&16b8ddb4&0&UID260","35"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.231170,222,"DISPLAY\SAM7B0C\7&16b8ddb4&0&UID260","35"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.231454,10011,"12","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.539695,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.539730,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.549544,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.549628,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.550205,10011,"5","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.551661,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.551716,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.551979,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.552048,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.552050,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.552108,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.552110,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.552163,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.552173,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.552269,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.554439,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.554442,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.554443,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.554551,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.554701,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.554751,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.554838,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.554953,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.554956,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.554957,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.555254,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.555348,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.558199,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.558258,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.558336,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.561757,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.561849,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.563425,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.563492,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.563494,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.563548,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.563550,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.563608,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.563619,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.563672,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.564139,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.564191,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.566759,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.566825,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.569274,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.569343,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.574171,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.574220,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.574297,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.574341,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.574613,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.574742,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.574945,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.575004,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.575081,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.577968,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.579898,10011,"6","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.581498,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.581515,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.581523,10011,"8","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.581523,10011,"7","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.581626,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.581771,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.581779,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.583584,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.583660,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.586990,10011,"4","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.587054,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.587150,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.587161,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.587164,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.591085,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.591158,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.593779,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.593845,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.593896,10011,"5","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.594108,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.594113,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.594114,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.594119,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.594125,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.594500,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.594501,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.594514,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.594523,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.594728,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.594883,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.594884,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.599382,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.599461,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.605621,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.605700,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.605786,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.606222,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.606283,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.606597,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.606664,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.613037,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.613120,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.621569,10011,"6","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.622881,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.622900,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.622907,10011,"8","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.622908,10011,"7","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.623565,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.623712,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.625380,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.625446,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.641319,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.641390,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.646690,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.646985,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.689600,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.690654,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.710547,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.710624,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.938764,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.938856,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.944415,10011,"4","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.944441,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.944522,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.944528,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.944530,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.949114,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.949190,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.956095,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.956159,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.956210,10011,"5","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.957325,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.957375,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.957450,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.957505,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.957507,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.957560,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.957562,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.957616,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.957622,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.957699,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.959774,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.959776,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.959803,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.959818,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.959947,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.960157,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.960161,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.960172,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.960987,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.962062,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.962122,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.962386,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.962391,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.962392,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.962626,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.962853,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.962858,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.962861,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.962866,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.965657,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.966232,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.968507,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.968583,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.975572,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.975667,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.986035,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:16.986115,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.003951,10011,"4","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.003998,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.004095,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.004104,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.004107,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.008680,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.008749,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.015414,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.015493,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.015545,10011,"5","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.016765,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.016819,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.016887,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.016943,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.016944,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.016998,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.017000,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.017052,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.017058,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.017119,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.018962,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.018970,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.019242,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.019307,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.020481,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.021268,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.027620,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.027669,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.027741,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.028789,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.029011,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.029820,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.029892,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.034998,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.035775,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.038581,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.038669,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.045137,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.045202,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.168548,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.168635,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.168637,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.168693,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.168695,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.168748,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.168753,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 19:48:17.168806,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.179000,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.179015,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.179017,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.179018,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.179019,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.179020,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.179021,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.179024,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.179026,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.179027,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.179028,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.370784,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.370833,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.370845,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382103,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382107,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382108,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382109,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382110,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382110,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382111,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382111,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382112,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382112,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382113,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382113,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382114,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382115,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.382116,10011,"1","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.384357,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.384435,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.386155,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:16.386231,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:17.584557,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:17.585746,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.497953,810,"9","PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.497964,811,"9","PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.497976,220,"PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009","65"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.498166,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.498228,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.583919,222,"PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009","65"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584140,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584151,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584252,1010,"DISPLAY\SAM79DF\7&16b8ddb4&0&UID256","1"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584321,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584404,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584856,10011,"9","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584946,10011,"10","0"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584947,220,"SWD\DRIVERENUM\AMDCP&7&16b8ddb4&0","33"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584949,222,"SWD\DRIVERENUM\AMDCP&7&16b8ddb4&0","33"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584972,220,"SWD\DRIVERENUM\AMDFDANS&7&16b8ddb4&0","36"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584973,222,"SWD\DRIVERENUM\AMDFDANS&7&16b8ddb4&0","36"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584980,220,"SWD\DRIVERENUM\AMDOCL&7&16b8ddb4&0","34"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584981,222,"SWD\DRIVERENUM\AMDOCL&7&16b8ddb4&0","34"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584987,220,"SWD\DRIVERENUM\AMDOGL&7&16b8ddb4&0","34"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584987,222,"SWD\DRIVERENUM\AMDOGL&7&16b8ddb4&0","34"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584993,220,"SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0","34"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.584994,222,"SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0","34"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.585000,220,"SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0","34"
g80sh-dxg-0921-2005-1.etl,2026-09-21 20:03:47.585001,222,"SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0","34"
