"Time","Provider","Id","Opcode","Task","Message"
"14:43:33.7048841","DxgKrnl","10011","정보",,""
"14:43:33.7049881","DxgKrnl","10011","정보",,""
"14:43:33.7049897","DxgKrnl","10011","정보",,""
"14:43:33.7050532","DxgKrnl","10011","정보",,""
"14:43:33.7050550","DxgKrnl","10011","정보",,""
"14:43:33.7051129","DxgKrnl","10011","정보",,""
"14:43:33.7051329","DxgKrnl","10011","정보",,""
"14:43:33.7051893","DxgKrnl","10011","정보",,""
"14:44:10.0843301","Kernel-PnP","220","시작",,"Begin querying bus relations for device PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009"
"14:44:10.0844192","DxgKrnl","10011","정보",,""
"14:44:10.1219120","Kernel-PnP","222","시작",,"End querying bus relations for device PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009"
"14:44:10.1219120","DxgKrnl","10011","정보",,""
"14:44:10.1221109","Kernel-PnP","1010","시작",,"버스에 누락 된 것으로 보고 된 장치 DISPLAY\SAM7B0C\7&16b8ddb4&0&UID260이 (가) 제거 되었습니다. 제거 된 장치 수 | 개수: 1"
"14:44:10.1221498","DxgKrnl","10011","정보",,""
"14:44:10.1221907","DxgKrnl","10011","정보",,""
"14:44:10.1222683","DxgKrnl","10011","정보",,""
"14:44:10.1223488","DxgKrnl","10011","정보",,""
"14:44:10.1227026","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDCP&7&16b8ddb4&0"
"14:44:10.1227048","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDCP&7&16b8ddb4&0"
"14:44:10.1227488","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDFDANS&7&16b8ddb4&0"
"14:44:10.1227538","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDFDANS&7&16b8ddb4&0"
"14:44:10.1227615","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDOCL&7&16b8ddb4&0"
"14:44:10.1227626","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDOCL&7&16b8ddb4&0"
"14:44:10.1227698","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDOGL&7&16b8ddb4&0"
"14:44:10.1227707","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDOGL&7&16b8ddb4&0"
"14:44:10.1227781","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0"
"14:44:10.1227790","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0"
"14:44:10.1227865","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0"
"14:44:10.1227875","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0"
