"Time","Provider","Id","Opcode","Task","Message"
"10:54:59.6870376","Kernel-PnP","220","시작",,"Begin querying bus relations for device PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009"
"10:54:59.6871922","DxgKrnl","10011","정보",,""
"10:54:59.7272470","DxgKrnl","10011","정보",,""
"10:54:59.7272975","Kernel-PnP","222","시작",,"End querying bus relations for device PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009"
"10:54:59.7276244","Kernel-PnP","1010","시작",,"버스에 누락 된 것으로 보고 된 장치 DISPLAY\SAM7B0C\7&16b8ddb4&0&UID260이 (가) 제거 되었습니다. 제거 된 장치 수 | 개수: 1"
"10:54:59.7276713","DxgKrnl","10011","정보",,""
"10:54:59.7276800","DxgKrnl","10011","정보",,""
"10:54:59.7278772","DxgKrnl","10011","정보",,""
"10:54:59.7279662","DxgKrnl","10011","정보",,""
"10:54:59.7282435","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDCP&7&16b8ddb4&0"
"10:54:59.7282464","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDCP&7&16b8ddb4&0"
"10:54:59.7282583","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDFDANS&7&16b8ddb4&0"
"10:54:59.7282596","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDFDANS&7&16b8ddb4&0"
"10:54:59.7282670","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDOCL&7&16b8ddb4&0"
"10:54:59.7282680","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDOCL&7&16b8ddb4&0"
"10:54:59.7282779","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDOGL&7&16b8ddb4&0"
"10:54:59.7282788","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDOGL&7&16b8ddb4&0"
"10:54:59.7282841","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0"
"10:54:59.7282850","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0"
"10:54:59.7282917","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0"
"10:54:59.7282928","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0"
"10:54:59.7282987","Kernel-PnP","220","시작",,"Begin querying bus relations for device DISPLAY\BBC0104\7&16b8ddb4&0&UID265"
"10:54:59.7283044","Kernel-PnP","222","시작",,"End querying bus relations for device DISPLAY\BBC0104\7&16b8ddb4&0&UID265"
"10:54:59.7283143","Kernel-PnP","220","시작",,"Begin querying bus relations for device DISPLAY\SAM79DF\7&16b8ddb4&0&UID256"
"10:54:59.7283206","Kernel-PnP","222","시작",,"End querying bus relations for device DISPLAY\SAM79DF\7&16b8ddb4&0&UID256"
"10:54:59.7292819","DxgKrnl","10011","정보",,""
"10:54:59.7295671","DxgKrnl","10011","정보",,""
"10:54:59.7298192","Kernel-PnP","808","시작",,"End device add, status (STATUS_SUCCESS)"
"10:54:59.7312714","DxgKrnl","10011","정보",,""
"10:54:59.7314588","DxgKrnl","10011","정보",,""
"10:54:59.7316460","Kernel-PnP","220","시작",,"Begin querying bus relations for device DISPLAY\Default_Monitor\7&16b8ddb4&0&UID260"
"10:54:59.7316497","Kernel-PnP","222","시작",,"End querying bus relations for device DISPLAY\Default_Monitor\7&16b8ddb4&0&UID260"
"10:54:59.7349811","DxgKrnl","10011","정보",,""
"10:54:59.7425621","DxgKrnl","10011","정보",,""
"10:54:59.7425964","DxgKrnl","10011","정보",,""
"10:54:59.7426627","DxgKrnl","10011","정보",,""
"10:54:59.7426686","DxgKrnl","10011","정보",,""
"10:54:59.7426708","DxgKrnl","10011","정보",,""
"10:54:59.7463647","DxgKrnl","10011","정보",,""
"10:54:59.7464340","DxgKrnl","10011","정보",,""
"10:54:59.8267897","DxgKrnl","10011","정보",,""
"10:54:59.8268892","DxgKrnl","10011","정보",,""
"10:54:59.8269685","DxgKrnl","10011","정보",,""
"10:54:59.8282014","DxgKrnl","10011","정보",,""
"10:54:59.8282719","DxgKrnl","10011","정보",,""
"10:54:59.8284228","DxgKrnl","10011","정보",,""
"10:54:59.8284921","DxgKrnl","10011","정보",,""
"10:54:59.8284943","DxgKrnl","10011","정보",,""
"10:54:59.8285677","DxgKrnl","10011","정보",,""
"10:54:59.8285700","DxgKrnl","10011","정보",,""
"10:54:59.8286495","DxgKrnl","10011","정보",,""
"10:54:59.8286524","DxgKrnl","10011","정보",,""
"10:54:59.8287286","DxgKrnl","10011","정보",,""
"10:54:59.8287339","DxgKrnl","10011","정보",,""
"10:54:59.8287991","DxgKrnl","10011","정보",,""
"10:54:59.8288019","DxgKrnl","10011","정보",,""
"10:54:59.8288735","DxgKrnl","10011","정보",,""
"10:54:59.8308458","DxgKrnl","10011","정보",,""
"10:54:59.8308651","DxgKrnl","10011","정보",,""
"10:54:59.8308817","DxgKrnl","10011","정보",,""
"10:54:59.8308887","DxgKrnl","10011","정보",,""
"10:54:59.8313868","DxgKrnl","10011","정보",,""
"10:54:59.8313877","DxgKrnl","10011","정보",,""
"10:54:59.8313882","DxgKrnl","10011","정보",,""
"10:54:59.8313925","DxgKrnl","10011","정보",,""
"10:54:59.8350495","DxgKrnl","10011","정보",,""
"10:54:59.8351311","DxgKrnl","10011","정보",,""
"10:54:59.8559768","DxgKrnl","10011","정보",,""
"10:54:59.8560775","DxgKrnl","10011","정보",,""
"10:54:59.8560796","DxgKrnl","10011","정보",,""
"10:54:59.8561531","DxgKrnl","10011","정보",,""
"10:54:59.8561544","DxgKrnl","10011","정보",,""
"10:54:59.8562251","DxgKrnl","10011","정보",,""
"10:54:59.8562273","DxgKrnl","10011","정보",,""
"10:54:59.8562950","DxgKrnl","10011","정보",,""
"10:54:59.8563036","DxgKrnl","10011","정보",,""
"10:54:59.8563801","DxgKrnl","10011","정보",,""
"10:54:59.8563829","DxgKrnl","10011","정보",,""
