"Time","Provider","Id","Opcode","Task","Message"
"11:59:10.8888883","DxgKrnl","10011","정보",,""
"11:59:11.1350942","Kernel-PnP","220","시작",,"Begin querying bus relations for device PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009"
"11:59:11.1351527","DxgKrnl","10011","정보",,""
"11:59:11.1352777","DxgKrnl","10011","정보",,""
"11:59:11.1353618","DxgKrnl","10011","정보",,""
"11:59:11.1358776","DxgKrnl","10011","정보",,""
"11:59:11.1365856","DxgKrnl","10011","정보",,""
"11:59:11.1366377","DxgKrnl","10011","정보",,""
"11:59:11.1366438","DxgKrnl","10011","정보",,""
"11:59:11.1379893","DxgKrnl","10011","정보",,""
"11:59:11.1412367","DxgKrnl","10011","정보",,""
"11:59:11.1416842","Kernel-PnP","222","시작",,"End querying bus relations for device PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009"
"11:59:11.1417413","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDCP&7&16b8ddb4&0"
"11:59:11.1417428","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDCP&7&16b8ddb4&0"
"11:59:11.1417490","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDFDANS&7&16b8ddb4&0"
"11:59:11.1417497","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDFDANS&7&16b8ddb4&0"
"11:59:11.1417545","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDOCL&7&16b8ddb4&0"
"11:59:11.1417553","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDOCL&7&16b8ddb4&0"
"11:59:11.1417600","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDOGL&7&16b8ddb4&0"
"11:59:11.1417607","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDOGL&7&16b8ddb4&0"
"11:59:11.1417644","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0"
"11:59:11.1417650","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0"
"11:59:11.1417691","Kernel-PnP","220","시작",,"Begin querying bus relations for device SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0"
"11:59:11.1417721","Kernel-PnP","222","시작",,"End querying bus relations for device SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0"
"11:59:11.1417766","Kernel-PnP","220","시작",,"Begin querying bus relations for device DISPLAY\BBC0104\7&16b8ddb4&0&UID265"
"11:59:11.1417814","Kernel-PnP","222","시작",,"End querying bus relations for device DISPLAY\BBC0104\7&16b8ddb4&0&UID265"
"11:59:11.1417874","Kernel-PnP","220","시작",,"Begin querying bus relations for device DISPLAY\SAM79DF\7&16b8ddb4&0&UID256"
"11:59:11.1417892","Kernel-PnP","222","시작",,"End querying bus relations for device DISPLAY\SAM79DF\7&16b8ddb4&0&UID256"
"11:59:11.1476777","Kernel-PnP","808","시작",,"End device add, status (STATUS_SUCCESS)"
"11:59:11.1480408","Kernel-PnP","220","시작",,"Begin querying bus relations for device DISPLAY\SAM7B0C\7&16b8ddb4&0&UID260"
"11:59:11.1480445","Kernel-PnP","222","시작",,"End querying bus relations for device DISPLAY\SAM7B0C\7&16b8ddb4&0&UID260"
"11:59:11.1482474","DxgKrnl","10011","정보",,""
"11:59:11.1483169","DxgKrnl","10011","정보",,""
"11:59:11.1483614","DxgKrnl","10011","정보",,""
"11:59:11.1484165","DxgKrnl","10011","정보",,""
"11:59:11.1484253","DxgKrnl","10011","정보",,""
"11:59:11.1484302","DxgKrnl","10011","정보",,""
"11:59:11.1529009","DxgKrnl","10011","정보",,""
"11:59:11.1529945","DxgKrnl","10011","정보",,""
"11:59:11.1728197","DxgKrnl","10011","정보",,""
"11:59:11.1729218","DxgKrnl","10011","정보",,""
"11:59:11.1729679","DxgKrnl","10011","정보",,""
"11:59:11.1743994","DxgKrnl","10011","정보",,""
"11:59:11.1744531","DxgKrnl","10011","정보",,""
"11:59:11.1745941","DxgKrnl","10011","정보",,""
"11:59:11.1746532","DxgKrnl","10011","정보",,""
"11:59:11.1746541","DxgKrnl","10011","정보",,""
"11:59:11.1747150","DxgKrnl","10011","정보",,""
"11:59:11.1747166","DxgKrnl","10011","정보",,""
"11:59:11.1747689","DxgKrnl","10011","정보",,""
"11:59:11.1747747","DxgKrnl","10011","정보",,""
"11:59:11.1748279","DxgKrnl","10011","정보",,""
"11:59:11.1766769","DxgKrnl","10011","정보",,""
"11:59:11.1766994","DxgKrnl","10011","정보",,""
"11:59:11.1767854","DxgKrnl","10011","정보",,""
"11:59:11.1769640","DxgKrnl","10011","정보",,""
"11:59:11.1806924","DxgKrnl","10011","정보",,""
"11:59:11.1807586","DxgKrnl","10011","정보",,""
"11:59:11.1930735","DxgKrnl","10011","정보",,""
"11:59:11.1931724","DxgKrnl","10011","정보",,""
"11:59:11.1931731","DxgKrnl","10011","정보",,""
"11:59:11.1932334","DxgKrnl","10011","정보",,""
"11:59:11.1932348","DxgKrnl","10011","정보",,""
"11:59:11.1932971","DxgKrnl","10011","정보",,""
"11:59:11.1933058","DxgKrnl","10011","정보",,""
"11:59:11.1933573","DxgKrnl","10011","정보",,""
"11:59:11.1938545","DxgKrnl","10011","정보",,""
"11:59:11.1939256","DxgKrnl","10011","정보",,""
"11:59:11.1966410","DxgKrnl","10011","정보",,""
"11:59:11.1973179","DxgKrnl","10011","정보",,""
"11:59:11.1991237","DxgKrnl","10011","정보",,""
"11:59:11.1992244","DxgKrnl","10011","정보",,""
"11:59:11.2151349","DxgKrnl","10011","정보",,""
"11:59:11.2151710","DxgKrnl","10011","정보",,""
"11:59:11.2152421","DxgKrnl","10011","정보",,""
"11:59:11.2152493","DxgKrnl","10011","정보",,""
"11:59:11.2152515","DxgKrnl","10011","정보",,""
"11:59:11.2197976","DxgKrnl","10011","정보",,""
"11:59:11.2198628","DxgKrnl","10011","정보",,""
"11:59:11.2224275","DxgKrnl","10011","정보",,""
"11:59:11.2224874","DxgKrnl","10011","정보",,""
"11:59:11.2225203","DxgKrnl","10011","정보",,""
"11:59:11.2226337","DxgKrnl","10011","정보",,""
"11:59:11.2226388","DxgKrnl","10011","정보",,""
"11:59:11.2226590","DxgKrnl","10011","정보",,""
"11:59:11.2226653","DxgKrnl","10011","정보",,""
"11:59:11.2227548","DxgKrnl","10011","정보",,""
"11:59:11.2229018","DxgKrnl","10011","정보",,""
"11:59:11.2229802","DxgKrnl","10011","정보",,""
