file,time,id,a,b,c
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:32.153039,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:33.563454,1099,"260",8,18411
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:33.563563,1099,"260",10,18412
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:33.563625,220,"GPU",,
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:33.591040,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:33.606577,1010,"DISPLAY\SAM7B0C\7&16b8ddb4&0&UID260",,
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:33.665553,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:33.820489,1099,"260",8,18413
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:33.820560,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:33.820618,220,"GPU",,
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:33.866788,1010,"DISPLAY\Default_Monitor\7&16b8ddb4&0&UID260",,
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:33.902369,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:36.736388,1099,"260",10,18414
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:36.967661,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:36.967769,220,"GPU",,
g80sh-conn-0923-2325-1.etl,2026-09-23 23:31:37.006005,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:04.304605,1099,"256",10,18415
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:04.304620,1099,"257",8,18416
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:04.304624,1099,"258",8,18417
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:04.304627,1099,"259",8,18418
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:04.304632,1099,"260",10,18419
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:04.304638,1099,"261",8,18420
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:04.304641,1099,"262",8,18421
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:04.304644,1099,"263",8,18422
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:04.304648,1099,"264",8,18423
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:04.304654,1099,"265",10,18424
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:04.304659,1099,"266",8,18425
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:04.304660,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:19.307445,1099,"256",10,18426
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:19.307461,1099,"257",8,18427
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:19.307466,1099,"258",8,18428
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:19.307471,1099,"259",8,18429
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:19.307479,1099,"260",10,18430
